Year,Team,TS%,eFG%,FT/FGA,ORtg
2015,Milwaukee Bucks*,.536,.487,.221,102.7
2015,Team,TS%,eFG%,FT/FGA,ORtg
2015,Indiana Pacers,.523,.478,.217,103.5
2015,Utah Jazz,.531,.491,.199,105.1
2015,Boston Celtics*,.523,.494,.208,104.7
2015,Phoenix Suns,.537,.497,.221,105.3
2015,Detroit Pistons,.515,.502,.192,105.3
2015,Miami Heat,.540,.505,.213,103.9
2015,Brooklyn Nets*,.529,.506,.185,104.4
2015,Charlotte Hornets,.498,.487,.188,100.1
2015,Denver Nuggets,.518,.504,.239,104.5
2015,Sacramento Kings,.542,.507,.200,105.3
2015,Orlando Magic,.524,.514,.210,101.6
2015,Los Angeles Lakers,.513,.518,.231,103.4
2015,Minnesota Timberwolves,.517,.537,.187,102.9
2015,Philadelphia 76ers,.494,.497,.225,95.5
2015,New York Knicks,.508,.512,.234,99.9
2016,San Antonio Spurs*,.564,.477,.182,110.3
2016,Golden State Warriors*,.593,.479,.208,114.5
2016,Oklahoma City Thunder*,.565,.484,.205,113.1
2016,Cleveland Cavaliers*,.558,.496,.205,110.9
2016,Toronto Raptors*,.552,.498,.201,110.0
2016,Los Angeles Clippers*,.556,.480,.222,108.3
2016,Atlanta Hawks*,.552,.480,.194,105.1
2016,Boston Celtics*,.531,.487,.231,106.8
2016,Charlotte Hornets*,.545,.496,.191,107.2
2016,Utah Jazz,.540,.495,.210,105.9
2016,Miami Heat*,.545,.485,.196,106.1
2016,Indiana Pacers*,.536,.489,.205,104.6
2016,Portland Trail Blazers*,.548,.503,.225,108.8
2016,Detroit Pistons*,.522,.504,.196,106.1
2016,Houston Rockets*,.553,.516,.219,108.3
2016,Team,TS%,eFG%,FT/FGA,ORtg
2016,Dallas Mavericks*,.544,.504,.198,106.7
2016,Washington Wizards,.544,.515,.218,105.3
2016,Chicago Bulls,.526,.485,.182,105.0
2016,Orlando Magic,.533,.513,.215,105.1
2016,Sacramento Kings,.546,.521,.202,106.0
2016,Memphis Grizzlies*,.524,.518,.251,105.4
2016,New York Knicks,.527,.487,.204,104.6
2016,Denver Nuggets,.531,.515,.216,105.6
2016,Minnesota Timberwolves,.549,.524,.200,106.5
2016,New Orleans Pelicans,.537,.523,.225,105.6
2016,Milwaukee Bucks,.537,.510,.221,104.3
2016,Phoenix Suns,.526,.523,.237,102.2
2016,Brooklyn Nets,.527,.534,.176,103.2
2016,Los Angeles Lakers,.509,.523,.202,101.6
2016,Philadelphia 76ers,.519,.510,.240,98.8
2017,Golden State Warriors*,.597,.486,.198,115.6
2017,San Antonio Spurs*,.564,.492,.192,111.1
2017,Houston Rockets*,.583,.519,.194,114.7
2017,Toronto Raptors*,.561,.507,.223,112.3
2017,Los Angeles Clippers*,.574,.506,.211,112.7
2017,Utah Jazz*,.563,.493,.195,109.6
2017,Cleveland Cavaliers*,.580,.516,.174,113.6
2017,Boston Celtics*,.567,.503,.223,111.2
2017,Washington Wizards*,.564,.524,.213,111.2
2017,Miami Heat,.541,.496,.220,107.8
2017,Oklahoma City Thunder*,.540,.511,.218,108.3
2017,Memphis Grizzlies*,.535,.506,.256,107.7
2017,Denver Nuggets,.568,.532,.194,113.2
2017,Chicago Bulls*,.530,.507,.169,107.4
2017,Charlotte Hornets,.547,.523,.164,108.8
2017,Team,TS%,eFG%,FT/FGA,ORtg
2017,Indiana Pacers*,.558,.512,.225,108.6
2017,Milwaukee Bucks*,.565,.518,.215,109.1
2017,Portland Trail Blazers*,.559,.508,.241,110.3
2017,Atlanta Hawks*,.541,.507,.179,104.9
2017,Detroit Pistons,.521,.516,.197,106.0
2017,Minnesota Timberwolves,.555,.535,.212,110.8
2017,New Orleans Pelicans,.539,.509,.177,105.2
2017,Dallas Mavericks,.541,.529,.218,105.6
2017,New York Knicks,.534,.511,.214,107.7
2017,Sacramento Kings,.556,.528,.227,107.3
2017,Phoenix Suns,.538,.525,.264,106.6
2017,Philadelphia 76ers,.539,.512,.234,103.2
2017,Brooklyn Nets,.551,.513,.212,104.1
2017,Orlando Magic,.524,.523,.201,103.7
2017,Los Angeles Lakers,.537,.542,.213,106.0
2018,Houston Rockets*,.590,.521,.171,114.7
2018,Toronto Raptors*,.575,.501,.212,113.8
2018,Golden State Warriors*,.603,.504,.186,113.6
2018,Utah Jazz*,.564,.506,.190,108.4
2018,Philadelphia 76ers*,.568,.492,.218,109.5
2018,Boston Celtics*,.552,.495,.191,107.6
2018,Oklahoma City Thunder*,.546,.525,.193,110.7
2018,San Antonio Spurs*,.543,.507,.170,107.9
2018,Portland Trail Blazers*,.549,.503,.193,109.1
2018,Minnesota Timberwolves*,.566,.539,.189,113.4
2018,Denver Nuggets,.570,.539,.173,112.5
2018,Indiana Pacers*,.557,.527,.174,109.5
2018,New Orleans Pelicans*,.573,.513,.175,109.6
2018,Cleveland Cavaliers*,.584,.540,.166,112.9
2018,Washington Wizards*,.560,.522,.212,109.3
2018,Team,TS%,eFG%,FT/FGA,ORtg
2018,Miami Heat*,.551,.507,.215,106.8
2018,Charlotte Hornets,.549,.532,.165,109.4
2018,Los Angeles Clippers,.564,.520,.203,110.3
2018,Detroit Pistons,.543,.524,.172,107.2
2018,Milwaukee Bucks*,.571,.528,.220,109.8
2018,Los Angeles Lakers,.548,.514,.190,106.5
2018,Dallas Mavericks,.544,.532,.193,106.3
2018,New York Knicks,.544,.522,.208,107.1
2018,Brooklyn Nets,.551,.517,.201,106.9
2018,Orlando Magic,.545,.525,.187,105.2
2018,Atlanta Hawks,.547,.536,.183,105.0
2018,Memphis Grizzlies,.539,.529,.256,104.5
2018,Chicago Bulls,.529,.542,.184,103.8
2018,Sacramento Kings,.529,.542,.199,103.7
2018,Phoenix Suns,.532,.533,.212,103.5
2019,Milwaukee Bucks*,.583,.503,.162,113.8
2019,Golden State Warriors*,.596,.508,.205,115.9
2019,Toronto Raptors*,.579,.509,.190,113.1
2019,Utah Jazz*,.572,.507,.189,110.9
2019,Houston Rockets*,.581,.525,.210,115.5
2019,Boston Celtics*,.567,.514,.198,112.2
2019,Portland Trail Blazers*,.568,.516,.195,114.7
2019,Denver Nuggets*,.558,.521,.194,113.0
2019,Indiana Pacers*,.561,.516,.184,109.9
2019,Oklahoma City Thunder*,.545,.523,.206,110.3
2019,Philadelphia 76ers*,.574,.512,.206,112.6
2019,San Antonio Spurs*,.572,.528,.170,112.9
2019,Los Angeles Clippers*,.575,.514,.224,112.4
2019,Orlando Magic*,.550,.515,.186,108.9
2019,Brooklyn Nets*,.556,.512,.190,109.6
2019,Team,TS%,eFG%,FT/FGA,ORtg
2019,Detroit Pistons*,.544,.526,.211,109.0
2019,Miami Heat,.542,.510,.201,107.3
2019,Sacramento Kings,.554,.533,.207,110.4
2019,Charlotte Hornets,.554,.538,.179,111.4
2019,New Orleans Pelicans,.563,.532,.193,111.4
2019,Dallas Mavericks,.555,.522,.191,109.4
2019,Minnesota Timberwolves,.552,.538,.190,111.4
2019,Los Angeles Lakers,.554,.516,.192,107.8
2019,Memphis Grizzlies,.548,.521,.232,106.1
2019,Washington Wizards,.567,.546,.199,111.1
2019,Atlanta Hawks,.555,.541,.237,108.1
2019,Chicago Bulls,.541,.541,.188,104.8
2019,New York Knicks,.529,.533,.203,104.5
2019,Phoenix Suns,.552,.545,.236,105.9
2019,Cleveland Cavaliers,.540,.564,.181,107.7
2020,Milwaukee Bucks*,.583,.489,.178,112.4
2020,Boston Celtics*,.570,.509,.215,113.3
2020,Los Angeles Clippers*,.577,.506,.206,113.9
2020,Toronto Raptors*,.574,.502,.202,111.1
2020,Los Angeles Lakers*,.573,.515,.205,112.0
2020,Dallas Mavericks*,.581,.525,.175,116.7
2020,Miami Heat*,.587,.523,.213,112.5
2020,Houston Rockets*,.578,.529,.197,112.9
2020,Utah Jazz*,.585,.518,.185,112.3
2020,Philadelphia 76ers*,.566,.523,.214,111.3
2020,Denver Nuggets*,.567,.533,.198,113.1
2020,Indiana Pacers*,.565,.511,.192,110.0
2020,Oklahoma City Thunder*,.573,.518,.173,110.8
2020,Phoenix Suns,.576,.539,.221,111.7
2020,Brooklyn Nets*,.554,.511,.187,108.9
2020,Team,TS%,eFG%,FT/FGA,ORtg
2020,Orlando Magic*,.544,.535,.176,108.5
2020,San Antonio Spurs,.572,.542,.193,112.4
2020,Memphis Grizzlies,.561,.521,.217,109.2
2020,Portland Trail Blazers*,.570,.530,.208,113.7
2020,New Orleans Pelicans,.568,.532,.212,110.7
2020,Sacramento Kings,.566,.543,.225,110.2
2020,Chicago Bulls,.547,.546,.239,106.7
2020,Detroit Pistons,.561,.541,.186,109.0
2020,Minnesota Timberwolves,.551,.541,.218,108.1
2020,Washington Wizards,.562,.558,.231,110.9
2020,New York Knicks,.531,.541,.224,106.5
2020,Charlotte Hornets,.539,.546,.159,106.3
2020,Atlanta Hawks,.554,.543,.233,107.2
2020,Cleveland Cavaliers,.553,.560,.164,107.5
2020,Golden State Warriors,.540,.553,.193,105.2
2021,Utah Jazz*,.597,.507,.159,117.6
2021,Los Angeles Clippers*,.599,.531,.186,117.6
2021,Phoenix Suns*,.597,.534,.194,117.2
2021,Milwaukee Bucks*,.593,.536,.157,117.2
2021,Philadelphia 76ers*,.579,.521,.200,113.2
2021,Denver Nuggets*,.588,.545,.200,117.1
2021,Brooklyn Nets*,.610,.531,.187,118.3
2021,Los Angeles Lakers*,.569,.526,.184,109.9
2021,Dallas Mavericks*,.582,.534,.197,115.4
2021,New York Knicks*,.559,.509,.196,110.6
2021,Atlanta Hawks*,.581,.530,.190,115.7
2021,Portland Trail Blazers*,.577,.546,.203,117.8
2021,Boston Celtics*,.574,.539,.215,114.0
2021,Golden State Warriors,.583,.522,.223,111.1
2021,Memphis Grizzlies*,.560,.535,.196,112.0
2021,Team,TS%,eFG%,FT/FGA,ORtg
2021,Miami Heat*,.581,.542,.183,111.2
2021,Indiana Pacers,.575,.531,.201,112.4
2021,New Orleans Pelicans,.570,.550,.186,113.5
2021,Toronto Raptors,.567,.543,.234,112.0
2021,Chicago Bulls,.575,.538,.196,111.1
2021,San Antonio Spurs,.554,.541,.174,111.0
2021,Washington Wizards*,.569,.539,.217,111.2
2021,Charlotte Hornets,.564,.550,.163,110.9
2021,Sacramento Kings,.578,.557,.199,113.6
2021,Detroit Pistons,.556,.541,.195,108.0
2021,Minnesota Timberwolves,.555,.556,.207,109.5
2021,Houston Rockets,.553,.555,.201,107.1
2021,Cleveland Cavaliers,.543,.556,.183,105.8
2021,Orlando Magic,.527,.547,.169,105.1
2021,Oklahoma City Thunder,.539,.547,.167,103.5
2022,Boston Celtics*,.578,.502,.183,114.4
2022,Phoenix Suns*,.581,.510,.195,114.8
2022,Utah Jazz*,.589,.521,.164,116.7
2022,Memphis Grizzlies*,.553,.523,.195,114.6
2022,Golden State Warriors*,.582,.509,.201,112.5
2022,Miami Heat*,.584,.524,.209,113.7
2022,Dallas Mavericks*,.572,.521,.185,112.8
2022,Milwaukee Bucks*,.580,.536,.165,115.1
2022,Philadelphia 76ers*,.578,.524,.192,113.5
2022,Minnesota Timberwolves*,.573,.535,.227,114.3
2022,Denver Nuggets*,.590,.537,.188,114.5
2022,Toronto Raptors*,.543,.535,.199,112.9
2022,Cleveland Cavaliers,.571,.520,.172,111.9
2022,Atlanta Hawks*,.581,.543,.177,116.5
2022,Brooklyn Nets*,.576,.521,.201,113.6
2022,Team,TS%,eFG%,FT/FGA,ORtg
2022,Charlotte Hornets,.572,.544,.187,114.1
2022,San Antonio Spurs,.556,.532,.176,112.4
2022,Los Angeles Clippers,.564,.514,.167,110.1
2022,New York Knicks,.550,.521,.198,110.4
2022,Chicago Bulls*,.579,.541,.199,113.2
2022,New Orleans Pelicans*,.557,.547,.196,112.0
2022,Los Angeles Lakers,.567,.540,.192,110.3
2022,Washington Wizards,.568,.529,.202,111.1
2022,Indiana Pacers,.564,.552,.204,112.6
2022,Sacramento Kings,.561,.551,.176,109.9
2022,Detroit Pistons,.533,.541,.226,106.0
2022,Orlando Magic,.538,.532,.196,104.5
2022,Oklahoma City Thunder,.530,.533,.169,104.6
2022,Houston Rockets,.565,.554,.206,108.4
2022,Portland Trail Blazers,.550,.559,.222,107.8
2023,Boston Celtics*,.600,.528,.180,118.0
2023,Cleveland Cavaliers*,.590,.535,.210,116.1
2023,Philadelphia 76ers*,.608,.541,.217,117.7
2023,Memphis Grizzlies*,.570,.526,.206,115.1
2023,Milwaukee Bucks*,.583,.520,.175,115.4
2023,Denver Nuggets*,.601,.543,.201,117.6
2023,New York Knicks*,.577,.536,.210,117.8
2023,Sacramento Kings*,.608,.563,.203,119.4
2023,Phoenix Suns*,.570,.532,.234,115.1
2023,New Orleans Pelicans,.582,.543,.212,114.4
2023,Golden State Warriors*,.600,.540,.214,116.1
2023,Toronto Raptors,.555,.565,.223,115.5
2023,Chicago Bulls,.587,.544,.197,113.5
2023,Oklahoma City Thunder,.570,.547,.222,115.2
2023,Brooklyn Nets*,.598,.530,.212,115.0
2023,Team,TS%,eFG%,FT/FGA,ORtg
2023,Los Angeles Lakers*,.582,.535,.171,114.5
2023,Los Angeles Clippers*,.588,.543,.195,115.0
2023,Atlanta Hawks*,.579,.552,.206,116.6
2023,Dallas Mavericks,.599,.549,.226,116.8
2023,Minnesota Timberwolves*,.592,.540,.225,113.7
2023,Miami Heat*,.574,.561,.198,113.0
2023,Utah Jazz,.584,.541,.205,115.8
2023,Washington Wizards,.585,.540,.194,114.4
2023,Orlando Magic,.573,.550,.211,111.6
2023,Indiana Pacers,.581,.554,.229,114.6
2023,Portland Trail Blazers,.589,.563,.217,114.8
2023,Charlotte Hornets,.550,.544,.211,109.2
2023,Houston Rockets,.554,.564,.218,111.4
2023,Detroit Pistons,.561,.557,.231,110.7
2023,San Antonio Spurs,.554,.576,.201,110.2
2024,Boston Celtics*,.609,.523,.145,123.2
2024,Oklahoma City Thunder*,.608,.530,.202,119.5
2024,Minnesota Timberwolves*,.594,.515,.197,115.6
2024,Denver Nuggets*,.589,.526,.195,118.5
2024,New York Knicks*,.574,.543,.176,118.2
2024,New Orleans Pelicans*,.591,.541,.186,117.4
2024,Los Angeles Clippers*,.599,.541,.183,118.8
2024,Philadelphia 76ers*,.574,.537,.215,116.9
2024,Phoenix Suns*,.603,.536,.178,117.6
2024,Indiana Pacers*,.606,.556,.228,121.0
2024,Golden State Warriors,.586,.539,.195,117.8
2024,Milwaukee Bucks*,.601,.539,.189,118.4
2024,Cleveland Cavaliers*,.586,.535,.190,115.2
2024,Dallas Mavericks*,.592,.548,.184,117.6
2024,Orlando Magic*,.577,.543,.206,113.4
2024,Team,TS%,eFG%,FT/FGA,ORtg
2024,Miami Heat*,.578,.543,.174,114.0
2024,Sacramento Kings,.582,.555,.213,116.9
2024,Houston Rockets,.565,.533,.219,114.5
2024,Los Angeles Lakers*,.601,.550,.153,115.9
2024,Chicago Bulls,.568,.556,.195,114.9
2024,Atlanta Hawks,.576,.572,.192,117.2
2024,Brooklyn Nets,.561,.543,.193,113.2
2024,Utah Jazz,.579,.567,.182,115.5
2024,San Antonio Spurs,.563,.555,.174,110.0
2024,Toronto Raptors,.566,.566,.172,112.3
2024,Memphis Grizzlies,.543,.551,.195,107.2
2024,Detroit Pistons,.562,.558,.221,109.7
2024,Washington Wizards,.567,.562,.201,110.5
2024,Portland Trail Blazers,.539,.558,.216,108.3
2024,Charlotte Hornets,.560,.572,.188,109.3
2025,Oklahoma City Thunder*,.593,.513,.211,120.3
2025,Boston Celtics*,.591,.522,.154,120.6
2025,Cleveland Cavaliers*,.607,.528,.181,121.7
2025,Minnesota Timberwolves*,.588,.532,.178,116.6
2025,Los Angeles Clippers*,.589,.536,.189,115.1
2025,Memphis Grizzlies*,.588,.533,.206,117.7
2025,Houston Rockets*,.553,.528,.186,115.3
2025,New York Knicks*,.589,.549,.176,118.5
2025,Denver Nuggets*,.604,.542,.173,119.9
2025,Golden State Warriors*,.568,.541,.189,115.0
2025,Milwaukee Bucks*,.598,.533,.174,115.9
2025,Indiana Pacers*,.594,.546,.190,116.5
2025,Detroit Pistons*,.580,.539,.214,115.0
2025,Los Angeles Lakers*,.593,.539,.178,115.9
2025,Miami Heat*,.576,.543,.157,113.5
2025,Team,TS%,eFG%,FT/FGA,ORtg
2025,Sacramento Kings,.582,.557,.200,116.7
2025,Orlando Magic*,.550,.538,.220,109.4
2025,Atlanta Hawks,.579,.560,.202,114.6
2025,Dallas Mavericks,.583,.540,.179,114.8
2025,Chicago Bulls,.585,.539,.178,114.1
2025,San Antonio Spurs,.575,.551,.158,114.4
2025,Portland Trail Blazers,.555,.543,.204,111.7
2025,Phoenix Suns,.595,.552,.191,116.2
2025,Toronto Raptors,.553,.541,.222,110.5
2025,Philadelphia 76ers,.563,.570,.194,111.9
2025,Brooklyn Nets,.552,.557,.218,108.5
2025,Utah Jazz,.568,.559,.185,111.2
2025,Charlotte Hornets,.537,.547,.190,107.3
2025,New Orleans Pelicans,.552,.564,.190,110.4
2025,Washington Wizards,.546,.548,.202,106.8
2026,Oklahoma City Thunder*,.599,.519,.184,118.9
2026,San Antonio Spurs*,.595,.522,.180,119.6
2026,Detroit Pistons*,.583,.517,.251,117.9
2026,Boston Celtics*,.583,.523,.189,120.8
2026,New York Knicks*,.590,.541,.206,119.8
2026,Houston Rockets*,.576,.530,.189,118.6
2026,Denver Nuggets*,.616,.543,.196,122.6
2026,Charlotte Hornets*,.589,.540,.186,119.4
2026,Cleveland Cavaliers*,.595,.543,.209,119.2
2026,Minnesota Timberwolves*,.592,.529,.220,116.8
2026,Toronto Raptors*,.581,.540,.222,115.9
2026,Atlanta Hawks*,.584,.546,.206,116.1
2026,Miami Heat*,.580,.540,.193,116.7
2026,Los Angeles Lakers*,.609,.555,.191,118.2
2026,Phoenix Suns*,.568,.541,.217,115.4
2026,Team,TS%,eFG%,FT/FGA,ORtg
2026,Los Angeles Clippers*,.602,.545,.197,117.3
2026,Orlando Magic*,.576,.545,.223,114.9
2026,Philadelphia 76ers*,.572,.541,.212,115.4
2026,Portland Trail Blazers*,.570,.541,.215,114.4
2026,Golden State Warriors*,.584,.553,.198,115.0
2026,New Orleans Pelicans,.568,.555,.199,114.4
2026,Chicago Bulls,.580,.553,.190,113.0
2026,Dallas Mavericks,.564,.546,.183,111.2
2026,Memphis Grizzlies,.570,.562,.203,112.9
2026,Milwaukee Bucks,.589,.558,.215,112.9
2026,Indiana Pacers,.568,.556,.218,110.9
2026,Utah Jazz,.575,.578,.227,114.1
2026,Sacramento Kings,.560,.572,.216,111.4
2026,Brooklyn Nets,.559,.571,.225,108.7
2026,Washington Wizards,.566,.563,.232,111.0
